	Cross section of sclerenchyma fibers in plant ground tissue	0
296	The cell membrane is a biological membrane that separates the interior of all cells from the outside environment .	0
297	The cell membrane is selectively permeable to ions and organic molecules and controls the movement of substances in and out of cells .	0
298	The basic function of the cell membrane is to protect the cell from its surroundings .	0
299	It consists of the lipid bilayer with embedded proteins .	0
300	Cell membranes are involved in a variety of cellular processes such as cell adhesion , ion conductivity and cell signaling and serve as the attachment surface for several extracellular structures , including the cell wall , glycocalyx , and intracellular cytoskeleton .	0
301	Cell membranes can be artificially reassembled .	0
302	The Late Heavy Bombardment ( commonly referred to as the lunar cataclysm , or LHB ) is a hypothetical event around 4.1 to 3.8 billion years ago ( Ga ) .	0
303	During this event a very large number of the impact craters on the Moon would have formed , and by inference on Earth , Mercury , Venus and Mars as well .	1
304	( While the LHB is `` late '' in the Solar System 's accretion period when Earth and the other rocky planets formed and gained most of their mass , it is early in Solar System history . )	0
305	The evidence for this event comes primarily from the dating of lunar samples brought back by the Apollo astronauts , which indicates that most impact melt rocks formed in this rather narrow interval of time .	0
306	While many hypotheses have been put forth to explain a spike in the flux of asteroids or comets in the inner Solar System at this time , no consensus yet exists as to its cause .	0
307	The Nice model , popular among planetary scientists , postulates that the gas giant planets underwent orbital migration and forced objects in the asteroid belt and/or Kuiper belt on eccentric orbits that put them in the path of the terrestrial planets .	0
308	Nevertheless , some researchers argue that the lunar sample data do not require a cataclysmic cratering event near 3.9 Ga , and that the apparent clustering of impact melt ages near this time is an artifact of sampling material affected by a single large impact basin .	0
309	Artist 's impression of the moon during the Late Heavy Bombardment ( Lunar Cataclysm ) and today	0
310	Double rainbow and supernumerary rainbows on the inside of the primary arc .	0
311	The shadow of the photographer 's head on the bottom marks the centre of the rainbow circle ( antisolar point ) .	0
312	A rainbow is an optical and meteorological phenomenon that is caused by reflection of light in water droplets in the Earth 's atmosphere , resulting in a spectrum of light appearing in the sky .	0
313	It takes the form of a multicoloured arc .	0
314	Rainbows caused by sunlight always appear in the section of sky directly opposite the sun .	0
315	In a `` primary rainbow '' , the arc shows red on the outer part and violet on the inner side .	0
316	This rainbow is caused by light being refracted while entering a droplet of water , then reflected inside on the back of the droplet and refracted again when leaving it .	0
317	In a double rainbow , a second arc is seen outside the primary arc , and has the order of its colours reversed , red facing toward the other one , in both rainbows .	0
318	This second rainbow is caused by light reflecting twice inside water droplets .	0
319	The Federal Reserve System ( also known as the Federal Reserve , and informally as the Fed ) is the central banking system of the United States .	0
320	It was created on December 23 , 1913 , with the enactment of the Federal Reserve Act , largely in response to a series of financial panics , particularly a severe panic in 1907 .	0
321	Over time , the roles and responsibilities of the Federal Reserve System have expanded and its structure has evolved .	0
322	Events such as the Great Depression were major factors leading to changes in the system .	0
323	The US Congress established three key objectives for monetary policy in the Federal Reserve Act : Maximum employment , stable prices , and moderate long-term interest rates .	0
324	The first two objectives are sometimes referred to as the Federal Reserve 's dual mandate .	0
325	Its duties have expanded over the years , and today , according to official Federal Reserve documentation , include conducting the nation 's monetary policy , supervising and regulating banking institutions , maintaining the stability of the financial system and providing financial services to depository institutions , the U.S. government , and foreign official institutions .	1
326	The Fed also conducts research into the economy and releases numerous publications , such as the Beige Book .	0
327	The Federal Reserve System 's structure is composed of the presidentially appointed Board of Governors ( or Federal Reserve Board ) , the Federal Open Market Committee ( FOMC ) , twelve regional Federal Reserve Banks located in major cities throughout the nation , numerous privately owned U.S. member banks and various advisory councils .	0
328	The FOMC is the committee responsible for setting monetary policy and consists of all seven members of the Board of Governors and the twelve regional bank presidents , though only five bank presidents vote at any given time ( the president of the New York Fed and four others who rotate through one-year terms ) .	0
329	The Federal Reserve System has both private and public components , and was designed to serve the interests of both the general public and private bankers .	0
330	The result is a structure that is considered unique among central banks .	0
